timestamp_utc,J_tot,J_tech,J_soc,tech_C_hash,tech_C_nodes,tech_C_mempool,soc_C_custody,soc_C_gov
2025-11-26T14:03:02Z,0.2110876,0.3271752,0.095,0.0,0.5,0.590584,0.03999999999999998,0.15000000000000002
2026-07-14T01:03:53.630977+00:00,0.168,0.336,0.0,0.0,0.5,0.62,0.0,0.0
2026-07-15T01:00:22.739846+00:00,0.177,0.354,0.0,0.0,0.5,0.6799999999999999,0.0,0.0
2026-07-16T01:07:24.931759+00:00,0.177,0.354,0.0,0.0,0.5,0.6799999999999999,0.0,0.0
2026-07-17T01:11:15.201186+00:00,0.171,0.342,0.0,0.0,0.5,0.64,0.0,0.0
2026-07-20T01:13:14.366822+00:00,0.168,0.336,0.0,0.0,0.5,0.62,0.0,0.0
