mempool_count,mempool_vsize,mempool_total_fee,mempool_fee_histogram,fee_fastestFee,fee_halfHourFee,fee_hourFee,fee_economyFee,fee_minimumFee
89043,43802956,9768444,"[[6.412088, 57851], [4.066413, 52079], [3.1546636, 50330], [3.0136054, 50262], [2.406542, 50309], [2.0576923, 50171], [2.011111, 50525], [1.9146341, 50040], [1.2612245, 53437], [1.1578947, 53582], [1.0825688, 57924], [1.028777, 50902], [1.006993, 52135], [1.0039696, 51354], [1.000012, 126710], [1.0, 107659], [0.5323741, 68007], [0.48920864, 62535], [0.4676259, 63384], [0.46468702, 50870], [0.4532374, 100365], [0.43967643, 56308], [0.43964475, 55164], [0.43963143, 51807], [0.43960723, 50729], [0.4396016, 72338], [0.43959686, 52730], [0.4388489, 705771], [0.43165466, 319667], [0.42753622, 145900], [0.39370078, 64771], [0.39157835, 70295], [0.3808173, 84497], [0.38081297, 67973], [0.3808117, 68031], [0.38080737, 67974], [0.3808061, 136064], [0.3808005, 68033], [0.38079488, 136068], [0.38078496, 67978], [0.38076815, 67981], [0.38076255, 101622], [0.38074452, 68043], [0.37490106, 72331], [0.37489066, 72021], [0.37488025, 72023], [0.37487504, 216072], [0.37483862, 72031], [0.3748178, 72035], [0.37387317, 72356], [0.36220473, 101990], [0.3556701, 52469], [0.352518, 362833], [0.34532374, 338972], [0.3381295, 93455], [0.33027524, 57273], [0.32987785, 74905], [0.32642487, 66321], [0.32374102, 252515], [0.31300864, 50699], [0.30935252, 208404], [0.3063063, 51718], [0.3007948, 58485], [0.3006327, 54434], [0.3005602, 63814], [0.30021387, 54960], [0.3001566, 51270], [0.30013663, 54197], [0.3001047, 51207], [0.30007598, 51915], [0.3000534, 57478], [0.30003092, 55766], [0.3000092, 115672], [0.29999816, 58577], [0.29496402, 318986], [0.2645001, 52493], [0.26099303, 93063], [0.25050434, 77690], [0.25050065, 67912], [0.25049695, 67913], [0.25049326, 67914], [0.2504896, 271660], [0.2504822, 67917], [0.25047484, 135838], [0.25044534, 67927], [0.24, 172147], [0.2245223, 50146], [0.22323118, 51694], [0.22302158, 129240], [0.22047739, 102289], [0.22044897, 81520], [0.22041848, 91335], [0.22041424, 92798], [0.22015105, 50039], [0.2200951, 52199], [0.22003284, 60109], [0.21556886, 50383], [0.21428572, 52871], [0.21410532, 52866], [0.21341464, 50630], [0.208, 2428000], [0.20437956, 151089], [0.20339628, 78884], [0.20226218, 55747], [0.20185234, 72081], [0.20178401, 51943], [0.20175026, 54506], [0.20096852, 50397], [0.20052864, 52914], [0.20049942, 54462], [0.20042117, 86955], [0.20039149, 88624], [0.2003887, 67918], [0.2003828, 67920], [0.20038263, 67950], [0.2002361, 463326], [0.2000978, 53371], [0.20008163, 89938], [0.20007724, 103170], [0.20002349, 123023], [0.19628176, 66982], [0.18987122, 52204], [0.18439716, 71341], [0.184, 122750], [0.18227091, 52884], [0.18137507, 72673], [0.18136416, 57867], [0.18135639, 67916], [0.1761658, 50287], [0.1715314, 57815], [0.1632653, 53805], [0.16209476, 55379], [0.16035016, 76222], [0.16033836, 67975], [0.1603242, 135962], [0.16031949, 67983], [0.15331154, 84592], [0.15230869, 56698], [0.15229973, 51832], [0.15227985, 68118], [0.15227762, 67922], [0.15048237, 51144], [0.1440678, 59601], [0.14328626, 74145], [0.13669065, 376924], [0.13227187, 75698], [0.13226664, 57936], [0.13226406, 55427], [0.13226049, 67919], [0.13225853, 164299], [0.13225631, 68027], [0.13225465, 67922], [0.13225436, 68028], [0.13225242, 68029], [0.13225047, 68030], [0.13224465, 68033], [0.13188212, 119322], [0.13145025, 92302], [0.13144995, 68140], [0.13101976, 89414], [0.13101953, 98222], [0.13023664, 10039448], [0.1300316, 57586], [0.13000526, 89381], [0.12435233, 86895], [0.12358888, 96732], [0.123587936, 93480], [0.12224284, 86115], [0.12223924, 67916], [0.12223384, 67919], [0.12023073, 109177], [0.120213784, 6538851], [0.119977035, 58220], [0.11543946, 114514], [0.113228105, 95896], [0.11223513, 69811], [0.11223348, 67912], [0.112230174, 135828], [0.112223566, 135836], [0.11221723, 51632], [0.11153846, 51889], [0.10638298, 100826], [0.105003506, 609788], [0.105002455, 899379], [0.1050014, 99932], [0.104, 3299382], [0.103174604, 225209], [0.10218978, 173685], [0.10144927, 131740], [0.101037264, 76893], [0.10095736, 50220], [0.10087742, 86280], [0.10071942, 120275], [0.10023224, 65348], [0.10021779, 56346], [0.100189395, 52140], [0.1001832, 67137], [0.10009944, 52768], [0.10007932, 86381], [0.10005631, 74956], [0.1000478, 100021], [0.10004488, 103403], [0.10002792, 73577], [0.100024134, 95296], [0.10002018, 73004], [0.100016765, 125408], [0.10001484, 67360], [0.10000532, 93985], [0.10000524, 95475], [0.10000518, 96475], [0.10000511, 97855], [0.10000506, 98835], [0.10000427, 93666], [0.100004196, 95316], [0.10000329, 91207], [0.100003205, 93587], [0.1000032, 93747], [0.100003034, 98797], [0.10000303, 99197], [0.10000301, 99497], [0.10000215, 93008], [0.10000211, 94788], [0.10000206, 97278], [0.10000204, 97818], [0.10000101, 99129], [0.0, 3565]]",2,1,1,1,1
